!CSV A.01.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
!Keysight Technologies,P9382B,MY61100054,A.15.75.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
!Date: Monday, November 28, 2022 14:48:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
!Source: Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEGIN CH1_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
4112500,-35.951614,-15.7045,-87.506958,142.09546,-69.257393,148.17952,-68.679649,-47.322613,-73.936768,159.3235,-51.522938,-152.07285,-74.803299,172.12085,-65.793381,2.8335857,-64.491074,-106.48722,-85.870941,-89.343903,-53.86401,-18.622351,-66.370636,47.53751,-68.205666,170.08928,-67.160301,-47.213531,-70.761597,179.82928,-50.414425,-147.02525
4423750,-32.530849,-64.533203,-71.345238,47.863174,-68.752609,69.833336,-63.975212,-70.534134,-74.006958,-145.98253,-34.493515,-4.2894359,-68.429909,-5.8692307,-64.066475,167.79469,-66.769012,73.029907,-67.695023,-61.779808,-35.780792,-45.071499,-94.591576,-95.209496,-65.045273,99.018776,-61.824791,111.65926,-66.055328,31.516239,-36.215302,-49.174015
4735000,-38.438698,-104.63036,-67.679749,-117.6836,-71.015808,-177.16539,-67.862213,-171.88039,-72.900871,19.01914,-33.160973,-65.641769,-77.434341,75.738914,-71.232628,119.58682,-69.267464,87.136238,-65.012085,77.098488,-36.11372,-88.85054,-77.828125,-63.647583,-74.506157,-114.9041,-63.351891,147.64914,-64.928139,178.94182,-34.359322,-104.3695
5046250,-41.211666,-19.536882,-70.163406,-83.575989,-64.021172,-36.036228,-72.659256,-15.46912,-67.344917,-143.16467,-41.647751,-146.83502,-66.415657,88.958611,-67.845131,-93.518684,-72.026588,-44.781956,-77.974724,64.978119,-45.417381,-98.073151,-76.147186,-118.21679,-74.350296,-45.945061,-66.203835,113.51582,-76.385078,96.462944,-40.367718,-163.71593
5357500,-35.636475,-63.849136,-70.974602,161.18608,-67.074341,34.372639,-70.063225,65.33242,-64.963028,-47.355637,-36.964161,43.124599,-67.31987,54.786701,-77.421875,36.793701,-65.865837,-67.03083,-67.429672,78.64695,-38.956535,-56.549049,-70.334236,-129.34879,-67.022141,-157.85344,-71.963516,15.727571,-77.983238,-175.22926,-47.287758,10.565803
5668750,-41.798126,-111.66426,-66.098129,-26.636402,-70.105202,-87.020615,-65.361221,36.283894,-67.923218,4.9052682,-34.124275,-18.364079,-61.198727,53.13324,-74.07235,-62.6703,-64.777756,149.7057,-63.559593,-18.801962,-37.66819,-99.854797,-68.645966,-24.465986,-64.872734,-43.362194,-64.937141,5.5993066,-66.484711,-106.36933,-40.150383,-82.913086
5980000,-40.205315,15.827131,-68.640938,-104.27818,-64.816925,-117.12817,-62.158504,-89.618698,-70.294441,-135.19348,-43.627071,-83.001328,-67.491806,-81.834808,-67.72538,159.08394,-73.985687,-118.4315,-64.709953,-49.698002,-44.671574,-139.88637,-75.384254,24.154085,-62.384834,-27.359556,-76.437668,-161.41486,-64.058464,130.79285,-49.414894,179.03412
6291250,-34.141029,-38.310574,-74.253433,104.21612,-62.380974,-24.564796,-66.588799,133.12784,-66.643852,156.63911,-37.55632,51.642281,-68.600319,34.90517,-71.876984,-114.31802,-76.520264,-12.303941,-71.541916,-130.57947,-43.907162,-42.059536,-69.383087,-114.96592,-74.002808,80.856232,-65.919792,92.205437,-67.63134,101.95764,-40.293648,15.65536
6602500,-36.12225,-81.702766,-73.204483,111.04352,-81.168053,172.28641,-74.295937,-135.12383,-80.408569,162.72014,-32.68647,-1.2017035,-66.031219,133.43221,-68.129524,91.153191,-70.927658,-60.737144,-67.052551,67.616951,-39.45443,-96.933784,-66.330185,77.298019,-66.416336,19.00659,-74.946579,-34.90115,-70.825188,3.2681515,-36.575054,-55.237629
6913750,-45.796478,-75.271095,-69.892967,-95.81488,-66.949623,-47.547752,-67.554092,-121.12949,-76.099106,-58.876301,-36.455811,-54.445972,-77.202835,85.217682,-66.429276,63.498432,-67.005836,-178.68401,-65.652184,-92.610771,-45.408031,-168.06177,-63.159508,-19.962349,-72.95607,9.659111,-72.997963,-62.305599,-69.516296,-146.24448,-39.097591,-126.4455
7225000,-39.03323,-55.942432,-72.433876,63.861431,-67.426727,-100.7981,-62.039513,-57.313396,-73.989616,-43.905159,-45.484543,89.243195,-63.561649,44.81295,-65.184532,-2.4987085,-72.985825,-66.62146,-81.425278,177.53181,-45.429581,39.597534,-62.58363,-7.7992444,-69.300888,-110.44401,-68.262306,140.85506,-74.757851,-53.819534,-43.242138,104.43991
7536250,-39.772388,-108.37538,-83.00724,-105.4467,-61.13916,-22.012266,-72.505066,90.165337,-65.820908,-92.103844,-32.137199,31.478798,-63.394932,176.48079,-71.455795,25.868736,-77.852234,143.01718,-68.718452,170.61972,-40.744678,-41.349247,-70.296707,-9.2287607,-62.670147,-64.805779,-69.285179,52.500328,-70.421295,137.06133,-37.471016,7.6169748
7847500,-60.70591,114.21579,-82.69252,-116.46504,-68.312073,-24.415907,-65.088051,-136.74725,-68.201202,8.8123894,-31.287195,-9.7597723,-71.634781,30.807535,-72.260895,62.476452,-65.740295,-30.26866,-68.519035,-35.293442,-43.513241,-80.888039,-72.606628,138.41486,-66.996033,-141.8,-84.822067,-34.323792,-67.245918,-103.40062,-37.503479,-46.329922
8158750,-41.542461,-23.484396,-67.324593,-115.47539,-74.302315,-10.239377,-74.761711,-113.03025,-67.988876,120.81883,-34.965237,-42.814751,-65.022194,46.178635,-61.325417,132.02254,-68.310913,171.28802,-62.477753,-79.44339,-48.173325,-51.352409,-79.179398,-111.9165,-74.499893,-140.25917,-75.078972,-173.13107,-87.235664,177.98051,-42.98933,-68.552788
8470000,-41.33131,-85.233063,-70.903915,-73.817505,-78.263771,-4.1578436,-66.562103,14.912537,-66.139954,114.83392,-37.8522,-21.856785,-68.007248,166.73581,-71.034775,60.147102,-92.532326,155.89612,-65.779442,-35.406223,-44.035103,-64.09008,-73.45327,-2.7393551,-71.829582,-74.334831,-74.290924,-154.17276,-71.72216,-36.969109,-42.250881,-49.332592
8781250,-53.858902,127.82771,-73.557587,-46.035748,-83.191719,-136.13391,-69.392426,142.36981,-74.911713,158.35823,-37.096947,-30.473732,-76.613541,105.95356,-75.39241,-106.75988,-77.434128,160.12366,-66.969467,89.338524,-46.398113,-104.87166,-72.54071,-173.37964,-80.501762,93.501144,-64.677101,-158.8289,-71.790184,-156.89275,-40.194984,-80.865608
9092500,-41.022007,19.672451,-66.634521,-118.73542,-66.272598,88.662804,-66.771362,69.665054,-70.368767,-65.991127,-43.609661,-42.98542,-73.372856,-162.75171,-81.812309,-81.660408,-63.728851,148.93588,-60.959869,-41.049854,-54.393341,-12.823522,-70.810822,92.903938,-68.197189,-53.473942,-66.420113,-165.88487,-65.72171,-27.145817,-46.833031,-142.6628
9403750,-42.415817,-25.938744,-73.257957,163.43388,-67.612587,-115.03794,-63.307541,-105.39544,-76.927887,103.66342,-38.331573,36.781918,-63.515614,-56.532406,-72.079987,-143.56308,-79.546532,134.62206,-65.459404,-125.81695,-44.783943,-27.824223,-79.426369,-141.35168,-88.543556,-110.2368,-73.381248,161.02098,-65.099228,-75.225555,-47.176064,46.1707
9715000,-45.26741,19.701443,-66.658211,-173.43741,-71.445663,120.39488,-69.330597,-166.39635,-64.594208,60.855564,-33.531502,3.8937705,-66.359795,-158.30887,-69.959343,-139.70969,-69.666939,124.4656,-61.707214,178.75412,-44.208614,-56.427963,-70.974045,-5.6796803,-66.625313,-167.02896,-75.658455,106.50735,-69.298088,-154.81055,-41.445309,-26.39168
10026250,-37.094543,0.89795119,-69.677437,-6.34027,-71.813339,93.743019,-68.193626,92.292725,-67.944542,12.40468,-35.295692,-32.830544,-69.903732,156.10736,-64.64537,-164.75768,-60.051914,83.482307,-65.561058,171.04913,-47.788277,-49.489246,-72.108772,-118.54666,-69.724815,9.2764168,-66.879829,58.488686,-78.918427,166.55522,-43.655167,-54.714371
10337500,-36.26828,-44.220001,-63.233707,-63.989071,-80.293396,-18.474157,-61.117222,-88.970078,-72.174675,162.49873,-41.341362,-13.120418,-62.564308,91.734322,-65.178383,162.8999,-69.707596,-113.38459,-71.180405,54.129951,-43.476032,-55.890057,-78.101845,80.599213,-64.812241,20.107952,-83.017067,-13.804203,-65.448761,86.553177,-45.732208,-32.47221
10648750,-41.867542,-72.639305,-67.188934,-150.36906,-72.088867,-129.98639,-71.752625,134.87311,-77.127205,164.73145,-34.947342,9.6807365,-69.181007,-75.658615,-65.64064,60.917316,-62.598869,87.79277,-70.723465,27.926319,-44.505123,-91.645241,-84.145065,139.02426,-70.525024,-9.4635077,-73.857506,73.513412,-62.336609,66.260551,-39.882984,-37.435692
10960000,-45.167538,-24.335272,-68.948448,-162.81644,-68.978355,44.292728,-78.416138,-18.25075,-70.834061,147.2729,-33.373207,-21.050961,-67.687126,-5.7525253,-62.618824,17.512594,-72.791626,-0.5394417,-61.937069,100.31844,-52.47398,-107.49492,-69.092194,17.825254,-66.316833,-101.70419,-70.319267,148.68613,-72.651573,-142.42758,-38.922112,-72.722183
11271250,-39.756092,-37.332497,-74.392776,173.30469,-74.385445,126.3217,-68.025909,-26.232416,-67.380013,-179.98526,-37.791195,-49.491592,-63.27953,65.934845,-67.3853,172.21249,-67.240417,82.99897,-62.062023,97.311264,-47.458256,-50.260269,-84.149376,-81.412361,-61.444481,174.65768,-67.041786,58.922417,-79.2089,-105.30515,-42.912529,-103.86524
11582500,-42.86375,-60.49815,-67.542946,-47.533852,-72.172211,-18.150812,-110.73613,-145.9424,-68.539558,-18.893671,-43.058628,-3.2489972,-63.24593,58.375195,-70.213364,-31.001694,-67.487991,148.22891,-79.983376,-177.36058,-47.909805,-123.46204,-63.564888,140.25447,-67.765701,-59.873581,-73.407997,102.86651,-70.953537,-118.42287,-49.543774,-78.877319
11893750,-42.171738,-29.519863,-69.548752,120.11795,-72.357765,80.295967,-70.250992,134.02922,-64.299965,147.57811,-36.173412,5.3750014,-59.106575,58.352901,-74.665489,52.621574,-71.862801,98.787766,-80.352264,63.661617,-59.299282,103.90182,-60.068977,175.46169,-73.137466,-17.121225,-64.771515,63.09655,-76.996384,-176.83943,-44.216164,-51.628574
12205000,-38.662643,-53.79615,-73.0149,153.56992,-74.137779,121.4552,-71.117355,-167.06343,-71.570107,14.323158,-35.823486,-14.69531,-60.88306,38.07906,-68.173355,118.69389,-78.55793,-1.9546928,-65.748871,23.513763,-45.298035,-12.336206,-86.610619,-15.161331,-66.400482,156.88,-64.066444,30.193972,-63.72858,-55.033085,-42.163784,-70.511909
12516250,-42.101173,-95.590469,-68.947441,-148.99133,-65.904037,-57.09589,-64.893921,-105.76096,-64.215393,-174.06738,-36.888817,-22.6182,-63.162743,27.680372,-66.82135,-162.45367,-69.651299,-81.943298,-63.980286,-19.078575,-42.908459,-77.330299,-66.305702,107.18127,-66.335678,155.51398,-76.323303,-60.662209,-65.615028,150.59148,-43.956314,-95.575195
12827500,-53.859722,-39.915165,-75.188484,-121.29804,-72.177483,135.56998,-74.509293,-19.433065,-65.702431,51.721516,-37.19529,-21.80567,-64.753967,-77.249474,-68.274704,-29.421726,-73.13829,-127.11045,-61.938442,-54.148285,-50.014885,-132.83131,-65.544739,114.01788,-66.109459,-21.47385,-65.435173,-39.687679,-63.242958,100.69334,-44.581436,-122.15925
13138750,-42.042107,-35.993023,-61.594456,-70.95192,-71.066879,176.62122,-69.145836,-85.057281,-67.054115,150.13278,-38.675636,-28.377537,-72.982841,-172.69785,-66.870529,-49.070896,-70.963371,-94.503723,-74.474289,-148.3027,-53.568478,-0.69551259,-76.488235,33.819839,-69.654869,-26.547869,-66.752838,-172.42888,-63.247963,43.350037,-55.793404,-122.69103
13450000,-42.22097,-79.941299,-62.893009,91.449989,-63.391987,-140.84206,-70.855362,-118.23101,-71.627594,-165.73132,-38.77174,-9.1624432,-70.338562,72.170074,-65.382141,34.985706,-64.958267,-37.52882,-66.095413,-16.074478,-43.85173,-51.819118,-64.590004,63.410103,-66.705734,150.81548,-64.347633,30.390364,-69.657822,21.32272,-48.664589,-17.851528
13761250,-47.762688,-108.29193,-70.554596,108.45005,-64.58651,74.655624,-65.431847,-126.5298,-77.062233,175.14143,-34.955448,-14.267249,-68.392662,81.713074,-63.491646,1.0427455,-65.33844,10.67557,-64.069244,134.4119,-44.107147,-109.76756,-72.294983,-58.809418,-65.586746,-73.152573,-67.922394,-91.472794,-62.762646,-80.015633,-41.681316,-52.419598
14072500,-51.77578,-92.611908,-72.487808,84.276268,-68.856201,-40.006672,-63.608219,-93.327164,-65.864967,-6.4434876,-33.701302,-41.134411,-67.190086,118.03945,-71.810219,169.17525,-71.247894,28.219795,-61.207649,71.971115,-49.361301,-142.44075,-73.611099,-32.027184,-73.54306,73.784004,-74.38121,54.700077,-81.807693,-102.04492,-41.704708,-81.58812
14383750,-52.470547,-144.06381,-66.013573,106.38159,-66.759148,36.919952,-78.019661,-18.254402,-72.181564,-129.03496,-36.867596,-69.740463,-58.498795,49.507408,-70.746582,-150.20062,-68.645721,-109.06879,-61.987049,38.24704,-47.683743,-133.50082,-64.044281,-50.058861,-72.903442,94.337517,-74.908218,178.00905,-65.062866,-20.987358,-41.030663,-101.76965
14695000,-50.328953,98.004639,-61.149921,151.35944,-78.848442,36.500275,-64.88401,-162.09277,-71.099319,73.573479,-44.7976,-89.516495,-63.028034,-26.875868,-64.515007,117.02196,-70.714508,65.838066,-67.735802,-22.985941,-41.236027,-175.1059,-60.831947,-92.293144,-71.773857,-6.4079461,-65.602638,94.247437,-66.264374,-48.945305,-41.373379,-127.33571
15006250,-45.464199,27.68461,-71.728378,4.8495231,-71.733521,124.66964,-62.891022,-105.02396,-73.509529,-2.3008208,-47.718452,-24.329176,-69.075806,-33.903248,-75.984329,-38.763157,-67.201355,-158.3158,-62.096806,-92.439636,-41.436172,112.31107,-64.927589,-136.34776,-71.645706,-87.999847,-83.663803,26.732632,-64.961525,-147.21436,-41.966419,-159.85284
15317500,-49.357025,-17.175575,-67.744316,159.4966,-70.152748,-76.727196,-67.760994,-109.08689,-78.033249,52.274448,-46.940189,-2.958895,-74.226616,-96.11821,-66.485909,44.336788,-70.808968,101.70325,-64.279976,158.76964,-42.941792,52.210602,-68.84034,94.457703,-73.797058,36.681164,-67.82122,82.586372,-99.42823,-114.84671,-46.992657,150.83699
15628750,-53.217686,2.8561807,-68.981743,75.171204,-76.964386,-38.787445,-67.05571,-144.52148,-86.308487,105.4637,-42.985565,11.997948,-69.717155,-48.307819,-71.427795,-42.57251,-64.690582,-121.94756,-64.097023,72.278999,-48.264366,-16.392309,-68.729065,-168.58034,-68.098152,116.45236,-66.832756,164.10141,-73.072861,-132.65211,-51.896061,72.082474
15940000,-47.360474,12.939376,-74.397362,-26.225504,-67.027824,25.114788,-70.457733,-81.913689,-60.720818,135.80342,-38.456139,-7.4347191,-66.765923,33.475723,-70.501991,116.45582,-77.943581,169.87151,-71.128395,-93.396149,-55.836891,-76.898109,-65.311035,166.50684,-69.116653,-27.222822,-73.970184,-81.780952,-61.901783,-177.44328,-47.87104,-33.427998
16251250,-50.097507,26.791386,-74.302826,48.661232,-72.230515,-34.134026,-76.918404,-25.634159,-72.419205,-171.03076,-38.474693,-35.418983,-63.035858,-5.155571,-68.651138,-126.51943,-65.875191,30.489128,-72.198982,37.93441,-53.900948,-113.74504,-67.798187,149.99182,-64.911179,40.408508,-68.185982,-24.593506,-67.313446,34.871738,-44.044033,-96.689407
16562500,-43.930664,59.187134,-66.580383,166.1375,-63.321072,-7.0509267,-82.328156,-43.142227,-70.076797,-19.599592,-42.457874,-65.997978,-67.312691,179.03305,-70.351784,64.818977,-72.437096,-1.2689556,-68.949387,60.557682,-48.063328,-172.85719,-71.046638,41.061493,-68.96682,26.556898,-73.866241,174.55972,-67.388054,106.97855,-42.602173,-138.03413
16873750,-38.850914,22.534851,-64.018044,18.193346,-65.078995,-122.44791,-70.821831,-76.88134,-66.100136,22.168972,-51.176826,-124.51904,-71.928383,-94.577545,-65.018921,4.7808738,-67.774307,-42.172016,-72.81839,-42.017536,-42.718502,121.3177,-58.895901,37.058765,-62.070454,-96.946487,-70.553871,64.794411,-66.910492,158.45248,-41.27977,165.34354
17185000,-39.098652,-25.450998,-62.487938,-31.226126,-69.969551,-108.51342,-79.195015,-166.40965,-72.708786,-28.995144,-44.632504,116.1554,-73.25116,-56.273399,-64.370308,179.28461,-67.415321,-168.57314,-78.584373,-136.47284,-41.026287,63.591862,-64.721024,-12.016253,-62.511765,151.68523,-68.230995,163.09554,-64.296806,-33.508915,-40.325554,101.86573
17496250,-44.719418,-62.370987,-63.908241,65.531067,-79.927574,-175.17084,-93.188538,-95.030449,-69.974792,-92.777725,-38.46093,72.985779,-80.901886,-177.70892,-64.57621,90.625,-63.97644,2.1788228,-69.721008,121.81583,-46.009411,-12.63932,-67.872086,126.02158,-67.773888,123.59544,-68.853127,117.58975,-72.159256,-7.2156649,-41.163525,26.854929
17807500,-51.517567,-21.803495,-66.69886,-163.2944,-61.842564,-154.4005,-67.012032,-134.83481,-72.588455,170.9386,-35.998005,35.302414,-68.278122,169.94749,-63.58247,33.857037,-71.571419,16.105865,-66.432419,-32.604511,-48.616112,-151.39525,-62.55698,-15.141685,-70.684013,17.537422,-68.176201,-142.00334,-68.742783,-171.34088,-43.752254,-38.038227
18118750,-52.443134,-16.108513,-70.136986,-111.2333,-66.041367,-121.81571,-73.920952,-61.77161,-72.897842,37.390457,-36.526947,4.6812124,-64.095619,89.131561,-66.992744,74.955193,-77.162239,-65.685486,-63.69545,-115.39299,-42.16552,118.80788,-73.856636,46.44566,-82.476097,-14.549652,-73.256325,169.806,-67.046341,-70.360947,-47.410046,-122.14098
18430000,-49.854073,62.485756,-73.081802,-63.865425,-70.431114,-106.31312,-73.752312,-52.305698,-75.283997,86.507225,-41.46843,-4.2182178,-65.92926,140.43146,-66.072655,72.209305,-68.703148,-130.27986,-59.639969,127.77331,-42.984245,67.13414,-68.906029,-134.30176,-56.351326,-89.398933,-76.255806,-1.3718297,-66.974159,-133.80348,-49.06728,135.36519
18741250,-42.591297,37.50708,-86.596519,-22.920918,-71.136261,42.561745,-77.570839,-124.49793,-76.058815,-33.302502,-40.944836,32.655449,-54.352322,72.018402,-69.76384,103.87789,-68.152336,79.30368,-61.866421,82.339005,-44.283108,63.587704,-62.907742,-57.987617,-64.338531,-56.628677,-76.497704,150.63646,-65.85247,-178.07803,-47.699005,76.841934
19052500,-41.836067,5.6656818,-65.459007,-51.685127,-87.780449,-5.3100591,-67.035881,10.014068,-68.439384,69.988693,-37.406467,22.335411,-54.56839,0.82940155,-69.957047,-55.425041,-67.216705,-122.4156,-66.884972,56.403988,-41.533928,51.528191,-68.027161,143.70076,-78.338005,159.4288,-62.168842,-13.677044,-64.261414,-167.03845,-45.650818,45.371735
19363750,-46.699799,-3.6330657,-70.883957,73.749397,-75.017319,-22.546604,-73.170036,-46.81284,-83.246559,78.450638,-35.168102,9.4970207,-58.312454,-13.952747,-86.873055,0.52482659,-65.026009,126.54053,-57.344055,-19.694742,-40.215252,16.133953,-64.406334,165.80957,-69.986282,175.91093,-64.672768,-144.16959,-64.068298,96.328796,-41.057556,22.740925
19675000,-42.889946,36.564465,-68.391777,-159.35138,-66.14473,-49.099152,-66.881264,85.240486,-74.87233,-41.814327,-35.192043,-5.0689707,-57.877144,-52.996346,-77.31221,-119.73196,-66.435059,-22.464903,-60.577599,-61.046345,-42.768391,-19.185118,-69.779877,-21.116093,-71.983185,-64.47496,-77.718681,147.29823,-65.700485,-37.605087,-41.27459,-18.698914
19986250,-39.018925,17.173609,-64.996887,132.13,-67.092926,162.64027,-69.069916,119.90344,-68.011307,175.13785,-35.740162,-28.569202,-59.39539,-77.544518,-75.835571,62.532761,-67.403305,-117.82301,-64.012421,-74.96814,-49.28487,-5.9321475,-67.110497,-62.414459,-63.565781,-144.75966,-71.99572,-63.977364,-67.780174,-92.633255,-43.259327,-58.035271
20297500,-39.820671,-1.7340578,-71.287888,117.38791,-74.602707,-62.974026,-71.609245,-177.52919,-68.777649,176.12073,-39.175537,-51.222076,-62.118542,-145.53653,-69.247742,33.436821,-64.399948,-158.37178,-69.021156,-70.8909,-45.326885,-4.5470099,-63.055767,-46.546879,-77.731667,-76.171844,-64.368065,43.056019,-68.472397,-113.91625,-49.347336,-41.423016
20608750,-39.048462,-7.4052491,-80.137154,-150.27219,-86.421211,35.524284,-70.686394,-174.58813,-65.930862,-121.6538,-45.580673,-30.265938,-65.645355,-91.340042,-78.873909,-134.31735,-80.581352,44.731594,-59.787971,-117.12761,-45.032242,-41.865257,-60.869991,-77.46048,-63.034691,167.28354,-67.385338,76.206017,-62.406929,-162.48851,-44.155376,-34.470013
20920000,-37.7533,-20.512829,-69.576447,73.704498,-61.359184,154.4528,-64.258896,-55.004383,-66.689354,33.522156,-42.770611,-10.339896,-61.405968,-156.51323,-68.404594,14.699267,-61.260231,171.87971,-64.232155,-178.12552,-51.401077,-34.726124,-61.139206,173.65318,-75.835052,-112.61005,-66.739105,96.219124,-62.196053,-143.76801,-43.464268,-59.316513
21231250,-38.879154,-49.009613,-65.551605,-61.786396,-68.265221,15.121267,-64.602242,-83.927589,-67.177505,-54.094234,-46.712589,-34.700298,-68.903687,-150.77263,-64.060394,47.156395,-65.783737,-101.55922,-66.734909,-124.00584,-45.166172,4.678968,-64.281471,144.93134,-70.645554,51.392334,-64.760559,100.30407,-66.092987,83.077904,-52.148357,-107.72076
21542500,-44.001923,-60.954124,-63.468693,-133.97133,-69.722496,-117.72211,-72.008354,134.07689,-83.213326,-55.68251,-47.189175,58.986294,-70.276009,-83.791718,-62.524673,-9.001955,-76.310753,-130.37083,-68.738159,-117.73315,-40.754478,-42.449947,-87.715866,107.78455,-69.812996,-55.542374,-61.793972,-47.071022,-73.510712,151.2925,-44.295868,15.082688
21853750,-44.075424,-28.462318,-62.9697,-117.0377,-76.003044,69.378052,-68.074867,69.255348,-64.064789,-53.903454,-36.385487,37.391388,-73.194923,11.317992,-69.699432,-40.500401,-62.734028,-139.44289,-66.193283,148.74443,-42.357277,-94.791252,-64.679398,151.47484,-64.70237,-35.186886,-66.649307,48.895935,-67.028564,-167.9064,-38.452274,-35.135639
