!CSV A.01.01
!Keysight Technologies,P9382B,MY61100054,A.15.75.22
!Date: Monday, November 28, 2022 15:17:22
!Source: Standard

BEGIN CH4_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
5046250,-41.118793,-38.715702,-3.9417834,179.72141,-70.358231,-21.58987,-62.637547,-21.641613,-3.9458451,179.66562,-48.558659,-134.99529,-73.820587,-6.2911692,-69.199585,-25.760986,-63.133202,-14.229613,-63.572609,117.91956,-0.032224327,-0.01213694,-71.192047,61.938198,-68.006622,148.51515,-62.288944,-23.537626,-63.635365,-15.267206,0.017570492,0.13256179
5357500,-33.262501,-60.834427,-4.0663142,124.91717,-67.352798,-149.81097,-65.125618,-142.05775,-4.0668488,124.96523,-43.472553,-72.911858,-67.549904,-164.99464,-69.359283,151.50108,-71.573959,45.276653,-63.039246,-47.885384,-0.029009746,0.010956298,-67.879478,-159.43018,-67.018799,-174.62579,-66.336716,125.1403,-84.185547,73.688309,0.032933779,0.10770087
5668750,-33.52269,-103.64513,-4.1836333,70.258163,-60.593418,157.88237,-74.202965,-26.888723,-4.1861706,70.269547,-43.873901,-120.10981,-70.402496,130.05486,-70.360817,-24.613176,-66.28965,36.886787,-72.16951,-22.973934,-0.018433375,-0.03873587,-74.88932,31.649458,-61.670006,119.54798,-64.880318,-65.268364,-73.557404,-47.512848,0.025556426,0.029297147
5980000,-45.18977,-141.36581,-4.3031125,15.576127,-65.502052,-147.50862,-64.374802,-97.367348,-4.2897506,15.539993,-54.42807,87.090134,-64.315979,-172.25044,-70.978241,6.2480855,-69.896065,-45.720684,-62.723545,-128.12709,-0.02370806,-0.018255631,-67.748566,-45.308456,-64.334633,-122.48038,-70.447891,154.14113,-60.983971,98.443451,0.029414825,0.0951939
6291250,-39.581017,-31.733049,-4.4157376,-39.119522,-65.67086,-93.249649,-65.21933,-139.95364,-4.4196,-39.008171,-39.839108,-21.468248,-70.323051,-115.03066,-66.689568,27.110792,-62.262386,22.826153,-72.534363,166.91151,-0.027790597,-0.066151686,-63.393482,-56.032261,-69.872711,46.329708,-66.123741,141.86324,-68.172676,-56.189743,0.026351536,0.035625596
6602500,-36.048683,-67.556908,-4.5290666,-93.763741,-82.838982,1.7900354,-70.158806,151.07143,-4.5211234,-93.733109,-38.214848,-75.749153,-68.720512,44.026455,-65.014091,84.566154,-58.348194,176.25372,-75.018593,-58.348297,-0.026671801,-0.04870344,-72.460167,41.249401,-74.347366,-110.74282,-73.536217,16.172926,-71.286407,-13.968898,0.022331778,0.074641131
6913750,-42.959698,-79.526878,-4.6406627,-148.31367,-77.859741,-22.235083,-78.246704,-31.714714,-4.6252666,-148.30844,-44.002171,-140.61873,-71.268311,-22.165865,-66.785645,-60.797043,-65.636765,-1.8424037,-77.275482,-94.945206,-0.01862679,-0.03883256,-62.594795,72.370865,-73.305504,113.71851,-62.242508,-140.66228,-82.870209,156.40236,0.037494514,0.052032687
7225000,-35.705975,-29.163832,-4.7417622,157.08157,-67.520409,-79.208649,-64.524551,-96.442093,-4.7441602,157.0844,-52.392101,65.885941,-69.042862,-43.349651,-64.375542,-41.553726,-64.78566,-145.93755,-78.504944,53.329136,-0.030278506,-0.011182367,-69.799606,-161.40465,-67.939568,34.754002,-72.441399,22.784531,-70.765602,-106.83547,0.03367617,0.044969451
7536250,-31.831869,-61.969017,-4.8467503,102.48164,-77.332901,121.19486,-68.02951,-53.612457,-4.8489828,102.50158,-41.470692,-10.592324,-75.828773,138.05209,-77.772446,-65.90403,-72.851135,-10.492084,-88.639114,27.304197,-0.027483452,-0.032518812,-70.309387,97.424171,-64.848297,-106.51376,-68.815437,89.591019,-76.628204,99.280579,0.037133161,-0.012860789
7847500,-32.853844,-94.421295,-4.9529529,48.003498,-68.503067,93.276413,-65.906754,-76.675713,-4.928906,48.018673,-41.839531,-25.333946,-66.681526,67.283417,-80.658875,154.68163,-59.696243,-51.299316,-73.288559,52.706036,-0.033289514,-0.051003177,-63.911827,-123.66453,-68.394852,118.32893,-73.47757,86.838531,-60.1208,47.447464,0.032704104,0.032714434
8158750,-37.290539,-96.103905,-5.0543804,-6.5797868,-68.542145,62.037571,-68.839783,-58.754421,-5.035203,-6.5298338,-39.438549,-48.994282,-67.456161,53.743282,-63.576962,125.16646,-66.889725,24.328993,-66.859383,86.909309,-0.02028469,-0.13496016,-69.697807,50.935608,-74.110611,129.2753,-75.824295,-113.39671,-63.03149,-57.121258,0.04561146,0.04962812
8470000,-35.391655,-85.547935,-5.1479821,-61.071487,-88.607841,79.463509,-72.633949,-88.761024,-5.1359735,-61.18108,-38.890335,-70.769249,-60.437519,67.188332,-65.713142,-38.121189,-68.334175,11.08551,-71.807869,-175.5497,-0.024391601,-0.040957682,-73.429657,170.61867,-70.017845,-137.1189,-64.609116,162.25409,-75.538765,-67.848473,0.043424368,0.056129228
8781250,-35.952057,-108.5272,-5.2292299,-115.5826,-69.325386,-179.43134,-63.458126,-162.92607,-5.2437077,-115.68074,-42.791355,-113.52159,-76.98204,-133.31435,-75.185204,11.892841,-73.467789,40.153725,-73.682915,89.392868,-0.022267668,-0.06241186,-64.195992,121.42876,-64.537842,116.75438,-68.6838,-80.284691,-62.744823,29.092514,0.041486938,-0.013547703
9092500,-41.438004,-97.39827,-5.3460832,-170.21506,-79.324821,-120.79932,-76.870567,32.423183,-5.3245983,-170.15546,-53.662888,-61.507999,-66.119942,-46.22057,-74.054718,175.32607,-68.485085,70.189125,-67.586731,-97.665321,-0.022254137,-0.073883407,-63.664135,110.22576,-66.217384,-15.168574,-72.03212,103.29497,-63.491913,15.10829,0.042667236,0.014497403
9403750,-36.534523,-66.776192,-5.4302859,135.33263,-64.170692,177.9664,-67.040672,-135.10092,-5.4269142,135.40134,-46.097553,-30.653999,-74.015831,-163.64986,-64.003685,31.33629,-69.29612,23.381346,-68.196198,96.305504,-0.018254006,-0.057162341,-74.862267,-37.022762,-63.921158,19.348284,-70.816383,107.84534,-66.080551,-102.71333,0.034254067,0.046507411
9715000,-33.735332,-92.73082,-5.52002,80.809395,-69.492882,23.629692,-65.063354,-148.52112,-5.5296788,80.779839,-46.767906,-39.979519,-69.627075,164.46094,-61.665462,84.93631,-69.195984,175.63037,-67.531403,-156.05577,-0.015355231,-0.11065847,-66.421158,-0.68412888,-67.45578,-38.312538,-63.34269,-161.09541,-69.332428,-6.7799716,0.028711308,0.045796763
10026250,-36.15279,-115.68018,-5.6107521,26.434273,-72.209969,-153.47736,-76.201309,-135.53215,-5.6061668,26.459263,-45.141323,-25.327036,-66.027306,-81.453934,-66.25177,-93.285629,-68.186646,74.435112,-69.506546,1.7181311,-0.020984339,-0.077516764,-68.227638,-167.77852,-63.723602,-46.317486,-72.28894,12.996108,-73.147011,-26.556982,0.03707413,0.0026167224
10337500,-38.800068,-87.001991,-5.7001233,-28.018618,-67.827103,86.822311,-70.816002,37.877926,-5.7043037,-28.112913,-39.666775,-40.301723,-66.105339,-110.73896,-67.207726,14.555396,-72.769402,-13.761412,-71.83226,-118.49045,-0.021513181,-0.037566766,-68.662849,139.07993,-61.058296,22.228693,-68.136063,113.94878,-68.799301,-156.71416,0.044013269,0.0038548419
10648750,-35.082695,-83.454903,-5.7862525,-82.658157,-67.291458,174.82991,-68.190842,59.291492,-5.7872229,-82.600365,-41.201424,-59.309074,-70.793198,-27.788048,-69.311203,56.682911,-63.920197,52.315563,-63.680813,-179.26726,-0.028141532,-0.056925945,-76.353981,17.696695,-70.728317,-59.344612,-70.668694,-121.34557,-66.093582,-15.444559,0.043271106,-0.064285718
10960000,-34.871777,-98.044426,-5.8897867,-136.99811,-73.711494,69.27993,-70.461594,70.669518,-5.8703418,-136.98599,-41.9058,-69.162872,-82.800209,138.88719,-67.927261,159.21996,-73.128555,-134.63924,-72.068527,-31.11352,-0.028526893,-0.11730561,-75.561562,-86.055992,-72.970978,-120.42723,-69.533195,-135.03125,-64.686989,-25.45368,0.040343761,-0.086281985
11271250,-34.899635,-95.580879,-5.9526563,168.60094,-65.678612,121.42651,-66.81427,44.829948,-5.9680943,168.55914,-41.216675,-81.508026,-74.171867,-32.478127,-76.632599,-137.58467,-63.162319,-0.32905591,-74.334305,129.63092,-0.019777579,-0.092903838,-71.695885,-106.00826,-68.202072,73.207703,-83.038155,96.346558,-64.784271,-36.290813,0.025907939,0.01675733
11582500,-32.752338,-99.800491,-6.0241647,114.02878,-67.893387,-149.67628,-67.455856,-129.90878,-6.0522504,114.13295,-42.808018,-101.66631,-81.454399,-80.283653,-64.759155,7.2031579,-78.491318,-61.472279,-66.429077,166.47781,-0.02218779,-0.1341937,-75.964584,166.46523,-63.68026,-131.72778,-71.120979,-144.33865,-68.143059,35.585804,0.040351972,-0.033741117
11893750,-32.116447,-117.31239,-6.125176,59.649731,-70.913506,-11.715774,-66.293526,148.92851,-6.1252255,59.592522,-53.944408,-50.722214,-68.029449,-71.11113,-68.353432,-93.557411,-75.681709,-88.565483,-70.708298,148.02032,-0.023988128,-0.054273818,-81.384293,20.786308,-70.666847,-124.86391,-68.343735,-91.90213,-67.727463,115.93017,0.031981591,0.0061211754
12205000,-34.27253,-128.35161,-6.2042112,5.1370897,-69.516533,-22.027994,-66.206772,151.10538,-6.2199593,5.2832093,-41.899521,-48.575924,-66.286163,3.4089053,-80.945221,-116.70359,-66.243462,-44.585869,-85.673363,157.45181,-0.029055873,-0.033336788,-70.769821,-78.550491,-65.133965,-178.61594,-68.674301,67.727074,-63.012745,-8.4115705,0.041978169,0.031702422
12516250,-33.986504,-127.46516,-6.2854195,-49.228157,-68.693039,-102.63846,-72.796356,-142.53448,-6.2856965,-49.227997,-39.48843,-91.27916,-76.2584,133.80331,-73.775726,153.04042,-65.480568,49.072479,-66.838966,-174.22855,-0.023098014,-0.057724979,-65.883606,-122.25439,-64.824829,7.8024607,-71.833534,24.307364,-77.918373,-23.896875,0.032926589,0.013834937
12827500,-33.536331,-135.93835,-6.3598862,-103.5798,-71.461235,22.709206,-65.184212,131.91803,-6.3596106,-103.56305,-43.355644,-148.8801,-78.611732,173.06734,-80.124786,-7.7974124,-74.893272,171.93181,-65.973442,133.35408,-0.032519028,-0.01517019,-68.346954,-29.650675,-67.639885,-74.391541,-64.761902,162.88698,-67.259041,-142.99142,0.026004691,0.018519172
13138750,-36.125542,-154.30528,-6.4597578,-157.97559,-71.79776,164.08797,-69.857613,100.47469,-6.4551368,-158.01991,-55.065815,39.351406,-68.306885,86.370834,-73.722557,-157.48053,-66.458,24.288233,-63.734474,-95.941193,-0.022888787,-0.046389792,-67.86113,-91.217262,-85.155266,-93.250221,-63.750469,27.819382,-65.826164,-33.32275,0.025363415,-0.092837691
13450000,-40.484421,-134.23799,-6.5302601,147.57628,-65.994881,84.614166,-76.139702,148.25385,-6.5313926,147.58936,-42.963387,-39.367268,-70.689713,133.27426,-69.586357,102.31808,-70.980721,-61.089149,-65.708595,-179.99107,-0.016951071,0.0030573478,-63.561314,92.612892,-67.885925,52.633095,-64.582924,131.95692,-71.993759,125.82619,0.027684113,-0.10180687
13761250,-36.906395,-122.60223,-6.6100006,93.198708,-64.48455,62.252598,-70.015022,162.01523,-6.5954385,93.224281,-42.075768,-78.144516,-64.710114,-82.944771,-68.215996,-0.081813455,-70.697769,-66.710869,-71.01619,-121.68748,-0.032325514,-0.089911968,-66.38855,3.7830234,-61.637009,93.136925,-68.136665,-141.27522,-68.233849,34.802662,0.039482977,-0.033164859
14072500,-35.53532,-133.04128,-6.6754923,38.787323,-70.102058,67.576515,-76.094322,-128.73953,-6.683835,38.773731,-43.722813,-72.827866,-63.445396,-35.055027,-61.195904,27.107571,-67.379105,-117.3909,-70.271599,-141.69644,-0.023096714,-0.14382461,-74.326019,-151.55684,-61.420296,-61.07655,-65.116196,-50.026932,-70.163826,53.700588,0.035149783,-0.053051822
14383750,-35.409206,-130.29906,-6.7551551,-15.539536,-61.902908,-114.56117,-61.308468,93.40551,-6.7617173,-15.584884,-40.306805,-84.331146,-65.44265,-168.17909,-68.960533,-76.133904,-66.689117,-168.80786,-63.739285,-154.02377,-0.032184429,-0.011599582,-72.414253,-54.778873,-69.051399,171.61496,-68.055428,134.67812,-64.668968,-25.96731,0.036181889,-0.045619655
14695000,-34.053802,-137.85432,-6.8285661,-70.00119,-68.145203,80.133774,-63.85849,102.94003,-6.8231134,-69.936722,-38.057236,-126.33129,-63.232155,-120.10738,-62.496529,-166.52016,-67.811951,37.946911,-82.084328,136.87244,-0.025347332,-0.12443992,-67.197021,153.20053,-64.333786,-135.23816,-70.22908,10.413865,-82.225121,112.28354,0.038093973,-0.1011256
15006250,-35.199192,-158.0939,-6.9049425,-124.27972,-76.743866,-64.760323,-70.244659,41.669567,-6.9028621,-124.34341,-42.578835,-178.80069,-68.330566,143.76408,-64.458969,19.808662,-77.983177,-42.223755,-67.884903,24.416857,-0.017208872,-0.14461853,-68.89566,-106.17283,-74.186195,150.26247,-66.002785,-69.968544,-64.196098,55.546848,0.037918456,-0.088971846
15317500,-40.814381,-157.58366,-6.9834371,-178.67249,-83.217758,67.369728,-72.333824,-27.254269,-6.9718556,-178.67192,-51.428783,105.43051,-68.904831,-0.26661891,-69.542892,-104.58322,-69.167854,-54.584324,-70.251274,66.285576,-0.030149477,-0.11455338,-86.448151,-66.277298,-66.318031,89.145302,-65.420349,-90.171127,-89.891113,105.50467,0.035810668,-0.057799049
15628750,-38.767784,-114.07983,-7.0559177,126.98399,-64.323814,-111.12023,-63.887875,-174.93016,-7.0492268,126.9842,-57.356655,-39.180397,-62.257553,-4.7377443,-69.54744,45.350578,-67.580536,10.656416,-69.813065,-173.35597,-0.016449807,-0.12272833,-64.430511,-32.825542,-71.316635,56.440689,-66.853874,-50.051468,-67.871521,77.576782,0.046518665,-0.067597404
15940000,-34.301266,-119.06503,-7.1129527,72.626823,-67.047699,-39.832726,-76.898361,9.3903112,-7.1282458,72.594574,-55.590977,-39.84108,-77.549133,-5.6588445,-61.425114,76.262703,-68.563103,50.235699,-70.630623,35.444439,-0.023785623,-0.15543811,-71.127014,-107.92541,-64.836288,-146.66956,-74.555931,-70.754509,-63.678913,140.94006,0.036555134,-0.086391039
16251250,-33.642185,-135.56526,-7.1979752,18.208431,-72.860962,-177.01379,-68.92894,-69.499626,-7.1904774,18.254122,-44.915737,-51.752113,-76.373383,-102.90662,-69.031837,-83.49128,-62.076256,-151.96019,-80.764572,-49.73563,-0.026811145,-0.098444737,-69.620796,21.593508,-63.905983,-124.50226,-68.139381,-23.39584,-67.870483,-29.957703,0.034973122,-0.060986605
16562500,-32.469433,-138.91515,-7.2628026,-36.095306,-62.358662,-154.03506,-69.854782,145.66977,-7.2759161,-36.131809,-40.97913,-116.37939,-66.543747,-45.894825,-76.83783,-123.00271,-75.786392,-70.988541,-66.068672,32.25972,-0.02847556,-0.074099086,-63.002186,-137.62119,-82.955116,-59.428173,-72.750191,-10.927041,-67.890114,-145.19502,0.027136726,-0.1480372
16873750,-30.660179,-153.26724,-7.3380489,-90.520058,-66.131721,-165.13513,-69.747826,112.51928,-7.3364048,-90.462509,-38.784424,172.65578,-65.376083,-71.754105,-74.434341,80.732445,-63.695927,-75.711586,-73.701698,32.02877,-0.026771815,-0.17107826,-73.775391,63.250843,-66.780365,-116.47585,-69.942825,129.51511,-68.747917,78.885345,0.038759541,-0.11015478
17185000,-30.727024,-177.09778,-7.4014959,-144.80836,-63.251652,11.468187,-68.801819,-110.19179,-7.4172077,-144.76398,-39.13649,95.342804,-78.780685,46.428936,-64.924408,123.76604,-75.688675,159.31754,-70.912613,52.262093,-0.020158816,-0.077459767,-59.234112,168.24699,-62.599545,-59.878445,-64.33963,96.052551,-77.152809,29.018476,0.032877263,-0.1072746
17496250,-33.280758,162.2179,-7.4788198,160.99356,-60.142326,76.212227,-69.106972,94.622589,-7.4764924,160.89297,-39.329762,14.500246,-71.785675,-146.33772,-63.563511,-86.443207,-70.439163,23.670177,-67.529022,71.192719,-0.032459043,-0.098435074,-79.306068,-112.43797,-61.111942,90.048515,-62.043896,168.67441,-69.476494,147.91678,0.047775943,-0.079726219
17807500,-37.428635,161.67993,-7.5487518,106.58076,-71.411728,145.65147,-66.608978,-139.94116,-7.5338364,106.55337,-41.944054,-59.424271,-65.029518,23.834457,-68.772491,46.926041,-73.029457,-49.259773,-72.280609,130.92529,-0.015086371,-0.15366779,-66.193771,37.474422,-67.497932,-140.02696,-79.876251,110.369,-73.764923,21.020573,0.033527702,-0.061287623
18118750,-38.179749,168.35643,-7.6080542,52.245682,-62.816769,-30.910267,-66.6035,59.331989,-7.6045151,52.235477,-50.569065,-145.89896,-65.132919,-58.566982,-75.184059,-111.4282,-71.270393,64.421684,-74.619675,-11.255712,-0.021964036,-0.13708161,-83.142853,47.219429,-75.77993,38.219654,-62.420975,-173.89783,-66.452736,-139.42406,0.032782719,-0.016432768
18430000,-41.426201,175.61263,-7.6719251,-2.0552073,-64.113327,50.832142,-64.763824,47.508713,-7.6788573,-2.1640739,-57.053997,55.23114,-73.16291,-93.35994,-71.491684,-19.669809,-77.855949,17.631958,-65.922874,118.60036,-0.019602316,-0.15770449,-72.06823,67.238342,-71.453705,-67.301407,-62.813152,162.20302,-66.477631,-2.2085948,0.023226866,-0.091491334
18741250,-39.722988,-147.02283,-7.748136,-56.382668,-73.193878,106.82986,-66.017296,109.36737,-7.7247334,-56.394569,-57.583988,45.426273,-70.895676,4.0583758,-64.825142,148.00328,-69.815804,-161.91046,-61.216644,-103.52518,-0.018840492,-0.10326061,-77.997726,146.51633,-68.7061,-178.70203,-71.440628,122.59612,-62.156208,-97.46373,0.039295714,-0.025373507
19052500,-34.846283,-155.9223,-7.8123517,-110.66715,-67.29718,163.25609,-70.79966,-150.17749,-7.8000779,-110.69337,-47.220772,57.963493,-70.204178,9.7403946,-73.641129,-136.64427,-80.152847,-45.39101,-66.753563,-11.471769,-0.020375196,-0.14369482,-71.771317,-106.15483,-63.5909,112.50932,-70.670731,-11.024,-64.96946,-68.614845,0.048090845,-0.1694216
19363750,-33.769447,-178.17024,-7.877768,-164.98172,-75.042595,63.733643,-71.296143,102.45603,-7.8721962,-164.93814,-38.509071,19.385067,-69.343796,175.7926,-64.47747,69.560707,-72.46051,-80.181023,-72.480438,-31.128235,-0.026593665,-0.10559401,-64.359604,139.18858,-63.680897,-22.597296,-74.78521,-26.826887,-70.492973,107.4791,0.021911981,-0.069663592
19675000,-35.76236,172.86583,-7.9427509,140.74521,-68.700806,99.140297,-64.414497,-46.147194,-7.9365292,140.61153,-38.408176,-28.718094,-64.883308,-26.436686,-72.966423,54.954845,-66.249001,118.36345,-77.671448,-105.52688,-0.024385612,-0.10860659,-68.675941,-168.7935,-67.272408,34.15168,-67.465469,109.23553,-63.570496,35.463966,0.039106909,-0.16380033
19986250,-36.297058,176.51906,-7.9925332,86.374336,-71.637344,109.37394,-67.441582,-177.36275,-8.0143471,86.323296,-42.317116,-65.657394,-85.69355,-67.418388,-64.035522,-62.776134,-64.921333,116.34534,-69.784744,153.6853,-0.026211081,-0.12258888,-76.056526,4.9495163,-72.067017,86.336334,-70.998337,-81.110771,-63.516338,97.158653,0.029953698,-0.081520177
20297500,-35.22084,171.34708,-8.0475321,32.133625,-65.414825,-41.352734,-73.070534,-104.53691,-8.0655041,31.971272,-45.980068,-11.384677,-75.265549,-62.388813,-64.299026,-136.49307,-71.978401,52.347729,-62.830845,110.51468,-0.02477897,-0.094264783,-70.533867,-126.268,-67.560448,81.374474,-65.669182,-125.78709,-61.901382,-135.41972,0.044971023,-0.12038479
20608750,-35.390182,166.06035,-8.1125631,-22.25127,-64.192741,67.344925,-65.674797,178.43004,-8.1478863,-22.327814,-39.394379,-31.266987,-71.35965,23.736858,-61.59285,-31.934824,-62.096714,138.29277,-72.342827,7.6442027,-0.030268341,-0.090709731,-73.284683,-135.11064,-69.673645,94.83255,-61.905987,179.96155,-81.608177,-76.536461,0.029590687,-0.16495074
20920000,-35.968906,158.48601,-8.1985102,-76.569122,-69.248611,125.00854,-65.272865,152.84332,-8.1759176,-76.519653,-40.679546,-76.093025,-65.014359,-168.84715,-72.404884,48.504398,-79.149796,33.614922,-67.887222,-157.21834,-0.015248464,-0.10938617,-75.780708,52.602921,-71.479507,116.52676,-64.323036,2.99876,-82.204376,68.829651,0.03245848,-0.027257131
21231250,-35.076012,153.3188,-8.2379761,-130.80725,-68.405693,92.305489,-68.275871,61.263535,-8.2534418,-130.87469,-53.446712,-66.412048,-67.259842,48.314003,-69.944138,-122.75253,-60.989754,-25.141855,-63.123722,-56.500412,-0.019018065,-0.092797309,-71.976982,-68.00914,-77.892891,-153.04184,-62.743946,172.29019,-69.093857,-65.226814,0.031278491,-0.071102761
21542500,-35.669601,132.84113,-8.3070126,174.86963,-59.118088,119.42496,-85.536736,36.448444,-8.3100176,175.01895,-40.40691,-2.5849571,-69.506859,-45.436775,-62.397041,-149.10638,-72.795662,-113.02458,-82.2033,-78.718689,-0.016267661,-0.10215654,-66.360992,129.00642,-64.159752,83.04924,-60.529175,-87.246346,-76.011215,-96.511681,0.033692095,-0.1391542
21853750,-38.050533,110.73602,-8.3651733,120.62961,-68.755165,-74.32299,-73.583931,179.62648,-8.3673115,120.68219,-36.641148,-43.869633,-58.471596,110.3522,-74.028236,105.08501,-64.391968,-118.94937,-70.010574,32.03635,-0.024450172,-0.1630418,-66.514008,111.1151,-70.5485,-74.906464,-65.892189,-93.072975,-60.805782,147.59277,0.045773346,-0.0858858
