!CSV A.01.01
!Keysight Technologies,P9382B,MY61100054,A.15.75.22
!Date: Monday, November 28, 2022 14:46:23
!Source: Standard

BEGIN CH2_DATA
Freq(Hz),S11(DB),S11(DEG),S12(DB),S12(DEG),S13(DB),S13(DEG),S14(DB),S14(DEG),S21(DB),S21(DEG),S22(DB),S22(DEG),S23(DB),S23(DEG),S24(DB),S24(DEG),S31(DB),S31(DEG),S32(DB),S32(DEG),S33(DB),S33(DEG),S34(DB),S34(DEG),S41(DB),S41(DEG),S42(DB),S42(DEG),S43(DB),S43(DEG),S44(DB),S44(DEG)
6913750,-46.039291,-100.22272,-70.650848,-52.219006,-66.33094,-167.43301,-62.253757,105.78949,-68.826073,-24.568272,-36.271378,-63.294346,-64.587257,82.422119,-70.804527,41.192131,-66.973885,4.9037657,-68.119202,72.150894,-40.910519,178.8391,-72.125137,127.93231,-72.204803,-146.06331,-64.439171,47.484169,-62.341347,-11.154832,-37.825752,-130.33797
7225000,-39.420586,-69.105911,-82.535645,-178.44713,-69.988663,140.13768,-76.682175,-50.46236,-64.290688,-110.951,-45.196762,98.870064,-70.885101,44.669319,-68.327347,171.40666,-82.459846,92.499916,-77.005104,158.8278,-43.526951,39.790676,-64.661324,-25.441393,-63.280041,39.29987,-67.301926,-132.36934,-63.919724,68.211548,-43.127396,120.17109
7536250,-38.701778,-116.75488,-69.687553,-97.427025,-64.962219,-53.560169,-63.949772,93.038376,-76.044388,104.59634,-32.384434,31.51309,-67.409988,140.75215,-69.735466,140.09142,-74.478584,-148.31889,-65.462494,149.47691,-38.520874,-52.911968,-69.025154,-155.21069,-65.397308,-141.31281,-83.750328,34.857533,-61.56427,62.849617,-38.07346,3.9457257
7847500,-49.893322,155.15388,-80.5196,-171.34958,-71.835373,49.817352,-67.883148,124.70401,-63.154812,-70.28006,-31.405939,-14.81716,-66.899658,65.821594,-64.650162,-8.6256437,-71.417015,-79.274391,-64.167328,76.928848,-43.00882,-117.84881,-64.645386,67.703667,-69.50972,-62.113155,-77.560211,-113.15959,-63.570461,44.447182,-38.075298,-56.007046
8158750,-42.639481,-38.063599,-68.392044,129.47952,-67.241089,92.32428,-68.376328,-5.5780416,-71.244774,-59.484821,-35.28952,-44.739418,-77.068344,153.02834,-64.505295,7.5918913,-66.841248,-78.20903,-66.699768,-98.679764,-52.538586,-9.4854631,-79.67231,65.076088,-62.875427,-67.796165,-68.10495,151.01974,-66.693047,-25.51619,-43.647972,-87.004143
8470000,-41.034611,-106.76434,-63.252918,-54.635769,-75.040085,49.806992,-75.797211,-10.055753,-67.256485,-100.98469,-38.787868,-20.649733,-76.238609,9.0328579,-79.036209,-7.2184768,-70.385956,-8.2085266,-60.990231,30.157284,-40.720905,-61.072369,-69.750175,-37.093681,-64.898926,-160.79747,-65.740112,-71.026947,-66.156883,-22.711672,-42.483063,-52.900444
8781250,-46.496376,145.25652,-65.590271,144.09642,-68.454315,23.507086,-66.399033,3.713587,-72.73867,-77.740227,-36.698425,-35.015774,-71.325386,61.878433,-74.32061,-85.375992,-68.144188,101.84486,-86.387444,-42.300987,-41.339939,-127.79311,-69.687836,-165.74802,-66.149017,90.762436,-63.806953,-75.332825,-66.488548,-156.66852,-39.47916,-88.130821
9092500,-43.715214,13.749604,-66.877357,-139.84515,-63.785194,-123.04729,-70.071175,32.464291,-66.031654,155.67946,-44.705254,-60.780384,-71.481979,-146.1145,-76.870453,38.949398,-61.278515,19.982197,-62.237362,-22.325422,-50.461815,107.61009,-72.905418,-146.51134,-76.061974,170.89565,-62.416218,148.90607,-78.027229,-145.55682,-43.90136,-149.48355
9403750,-43.490593,-44.623852,-69.332031,41.233047,-77.56955,-155.3979,-65.740257,77.415482,-67.849396,-48.704884,-39.77166,40.644703,-82.882423,148.17647,-68.859612,1.5806886,-69.823341,82.821915,-64.46756,-152.2549,-42.36932,-19.242176,-68.505066,-21.085958,-62.982967,36.749336,-70.315453,158.8898,-73.515839,-157.21046,-47.555412,53.131519
9715000,-51.403625,18.926487,-68.575905,64.284592,-68.599121,-167.36523,-70.173943,-177.69472,-71.856483,-156.81105,-33.863205,0.97640586,-64.659966,-109.27439,-67.083549,0.31675664,-70.062561,95.754654,-57.428566,-176.32025,-41.723969,-87.055855,-67.701118,-24.739454,-63.654434,148.00491,-69.510666,101.41861,-65.639984,177.39499,-41.365105,-35.224377
10026250,-37.610046,-2.3644731,-65.876938,-146.39452,-67.76564,-18.578413,-77.97097,132.05115,-67.736427,65.580017,-36.042137,-35.577549,-67.807625,90.15033,-72.66655,-18.887259,-63.669399,159.03262,-68.710556,152.366,-52.494015,-127.73562,-71.126862,79.118729,-71.358917,-130.85007,-75.126389,98.313721,-75.914909,49.99419,-43.905296,-75.368233
10337500,-36.478905,-51.576805,-69.226929,138.17509,-67.632172,-177.60568,-81.578896,127.85982,-73.258141,-53.058582,-45.293213,-16.013521,-69.843613,-138.76514,-66.746475,-143.91272,-66.049088,-45.400963,-64.934647,162.91389,-44.495388,-32.620579,-75.25219,133.85187,-71.313881,61.86842,-79.351334,39.827553,-73.216515,44.067516,-49.310574,-30.743425
10648750,-42.452461,-93.146088,-74.224258,-154.41997,-75.94838,48.543552,-67.599304,-32.025894,-74.362503,-20.214066,-35.637283,11.783563,-63.799725,114.16576,-69.055939,38.649231,-70.835594,-142.96066,-66.229355,101.43125,-40.215389,-92.540596,-78.919075,50.244289,-69.343422,113.67211,-80.652695,97.551491,-82.182899,24.257416,-39.747055,-41.559311
10960000,-49.184681,-16.039721,-63.433434,-115.75862,-65.465813,34.782516,-81.58744,93.179207,-63.827366,-34.343929,-33.998608,-23.340586,-68.609619,77.709839,-67.102448,85.386093,-64.687149,-131.16772,-66.431931,142.12607,-43.795361,-147.8709,-82.644623,31.129906,-74.545372,-148.17744,-64.740135,-167.49214,-71.463127,96.558403,-38.299229,-81.870987
11271250,-41.297253,-51.741264,-69.425362,-29.875408,-66.938347,-33.379906,-83.249054,-46.501793,-63.530289,-60.998718,-38.404934,-55.944584,-74.062828,44.779419,-62.899395,118.43313,-74.645584,78.977875,-66.727676,168.15274,-62.173199,156.24361,-83.054588,72.726479,-75.15567,-87.159561,-64.156593,1.0378488,-73.096039,-41.413143,-41.924126,-123.23721
11582500,-44.760883,-77.183922,-61.628407,25.934835,-77.105476,-40.020981,-77.663651,69.266838,-64.563911,40.025585,-43.863392,5.535708,-64.180367,127.20889,-66.502831,25.491983,-63.042458,172.55042,-63.089741,91.923714,-48.912075,-88.891762,-71.379547,-165.35437,-66.436546,64.163429,-62.332462,-24.86595,-66.494423,179.80449,-52.951355,-99.101463
11893750,-43.779987,-42.651463,-77.211784,-134.57965,-73.739555,108.40845,-70.879471,-114.55151,-65.36808,13.017057,-37.15884,0.98797482,-61.912373,102.21102,-71.060638,171.7482,-78.169243,-150.46075,-65.686089,72.204124,-49.225754,-167.26204,-74.202164,88.117065,-69.352051,84.499176,-67.321152,53.787182,-87.754852,152.56958,-44.282387,-75.391205
12205000,-39.132996,-64.511093,-82.013199,9.1388092,-65.64505,23.510035,-69.258606,166.39041,-64.187576,-7.1514812,-36.399876,-20.126022,-68.36322,99.162315,-75.212822,116.94191,-69.83017,67.502373,-64.498314,13.675435,-53.783691,18.122448,-65.315552,147.95633,-69.009743,166.90248,-65.56974,-10.670405,-65.705772,175.62067,-42.787987,-94.852707
12516250,-41.431335,-114.07436,-61.018963,-2.4269257,-66.5494,145.98975,-72.809677,95.906822,-76.832901,-43.583084,-38.339493,-22.762182,-65.957329,-53.805199,-74.684532,-138.04466,-71.682533,-142.75296,-65.157013,14.591494,-44.326969,-59.316532,-78.184547,28.137964,-81.875992,-86.854225,-66.232841,-12.427724,-60.79689,104.82581,-43.869514,-102.83894
12827500,-52.259613,-127.8556,-74.623962,39.920444,-71.020576,-23.336731,-67.88459,95.735359,-70.573006,20.059397,-37.435169,-24.359201,-95.151237,13.604979,-70.617935,72.267662,-68.529839,-77.538338,-68.549118,-75.569313,-44.065327,-130.04134,-64.932457,69.986618,-62.266155,140.64615,-69.839767,-12.271625,-66.368454,128.7962,-43.444134,-122.81494
13138750,-44.688217,-53.901745,-66.983734,15.913803,-77.401505,-92.812057,-68.044868,-114.26463,-73.066139,100.28746,-39.870811,-32.980736,-71.022247,-122.43859,-64.665779,-45.112865,-67.797394,30.988722,-69.629173,75.612801,-51.625721,165.05872,-61.74715,34.539032,-74.235756,133.51851,-79.014854,59.99229,-66.553062,33.403961,-50.440548,-161.71339
13450000,-42.210712,-100.58163,-68.79229,51.655148,-73.753365,30.939671,-73.27253,-46.95718,-70.930908,-82.29924,-40.432858,-5.4467812,-71.070107,-161.80685,-67.248444,-101.20213,-83.20034,-124.33175,-65.661369,-163.1431,-48.453167,-35.04686,-68.25943,-65.26754,-71.897247,30.807571,-69.195831,-136.34189,-59.795303,25.098852,-50.79216,-26.540873
13761250,-45.335976,-137.19115,-80.712593,-34.630554,-74.794395,-57.061756,-73.504295,58.883457,-84.339935,-58.221928,-35.480598,-12.716108,-65.339447,95.345062,-60.901573,-146.92783,-61.657223,-69.613388,-61.639206,115.00566,-43.558277,-98.489609,-70.309868,73.085533,-71.731369,-57.994659,-65.539612,-22.69132,-68.109726,45.709026,-43.407188,-65.061615
14072500,-49.274811,-130.33653,-65.51889,61.246819,-73.221825,-8.5084763,-63.514145,15.485424,-66.054657,-69.742561,-34.378109,-44.347092,-58.703899,64.018639,-69.171181,172.60077,-64.690849,-115.07567,-65.794472,95.119804,-43.293221,-149.13942,-63.731647,-108.75377,-78.061707,-65.907585,-67.499763,-157.77345,-78.162148,-78.91909,-40.375816,-103.56245
14383750,-45.963406,-164.46722,-84.287209,-93.8358,-69.441994,20.37318,-67.085037,-110.82063,-67.504951,-4.0815239,-37.265255,-83.612579,-64.617455,-32.622719,-66.603012,-132.31963,-70.197395,21.72995,-63.410744,-3.6766946,-43.678646,-169.8311,-65.901176,-15.108253,-64.015503,90.867027,-68.331314,115.36415,-64.259544,-11.468178,-40.651501,-117.85273
14695000,-45.931778,127.72115,-74.532127,-54.587856,-64.930298,94.522972,-61.305046,11.442436,-64.424377,-115.93701,-45.847084,-99.642471,-64.547409,-20.039492,-68.516365,-129.69064,-65.669579,-104.64908,-69.641624,-16.317877,-42.638088,-178.63583,-66.349808,-71.624985,-63.988033,47.187805,-77.366943,-57.954525,-77.70192,151.19026,-41.36335,-129.93192
15006250,-50.161453,41.2024,-69.582108,-109.53439,-67.07589,122.11214,-63.588535,-43.490978,-73.537941,-39.455666,-51.891739,-39.543255,-64.810081,-133.62553,-64.121078,84.906677,-79.39212,90.218155,-66.537048,-139.04161,-40.960171,129.86668,-69.056206,-120.34895,-72.731476,-29.136379,-70.64566,-155.87715,-84.500397,-72.578629,-40.126419,-163.82024
15317500,-56.409489,-69.257477,-71.366997,-29.466717,-69.400284,-13.423154,-66.834984,144.40266,-66.878502,-113.01747,-54.407478,2.0302181,-76.452141,-19.179565,-69.15947,29.926378,-65.443626,-123.12311,-64.918091,139.73349,-44.002346,80.621033,-71.796776,77.654556,-65.357018,123.4915,-72.733017,-76.445503,-69.189667,155.83121,-41.971954,152.32518
15628750,-54.216099,128.19493,-66.356384,-47.158321,-69.660866,-76.326134,-73.665176,-73.674606,-68.827736,145.7523,-44.506695,30.782106,-72.239212,-156.25462,-66.997871,-51.02401,-72.483047,133.66278,-75.397476,-23.497351,-47.823307,-2.8383439,-65.604729,-112.41187,-74.555077,144.47717,-77.829117,-121.04371,-65.592239,133.69081,-50.150375,100.18259
15940000,-52.446724,36.058018,-74.922134,-103.53526,-67.454292,-107.54999,-62.976173,111.00378,-67.804802,-157.19186,-39.508087,-7.4953251,-66.547401,97.736214,-66.905388,-112.00918,-79.813614,19.198874,-73.390198,-81.334053,-52.90873,-109.82372,-75.793495,-50.841431,-66.58667,41.288155,-69.158646,76.182068,-70.272385,80.350639,-49.948975,-62.453747
16251250,-62.183155,64.212341,-79.409988,101.98251,-68.222961,157.33711,-67.78112,115.99063,-68.896248,-143.09088,-39.783234,-42.995182,-69.89431,-46.318512,-62.086906,-18.027912,-69.354439,36.837505,-64.261589,26.294695,-47.112919,-158.69452,-63.961788,-164.40952,-74.869392,-11.946738,-68.022797,19.910032,-77.360916,164.81491,-43.719975,-113.73344
16562500,-44.711033,88.824257,-69.57869,0.58230489,-67.303307,-170.35544,-67.362923,72.966293,-67.40435,19.676346,-44.252094,-87.898949,-63.647549,-31.899265,-72.225624,107.3843,-64.241135,-54.616783,-73.131088,-40.489239,-44.617714,166.72525,-62.052086,-175.57326,-70.86203,63.677937,-76.612572,136.23691,-70.283005,131.86206,-41.491673,-149.45117
16873750,-40.51371,29.583702,-70.354401,1.8713034,-60.534966,97.341568,-71.717674,-128.07544,-71.857773,169.57333,-48.827148,-155.97452,-69.820229,-126.35001,-62.08511,86.289604,-69.435883,-104.64392,-68.656113,-79.09436,-41.444988,132.67442,-67.301865,76.735985,-63.64679,156.44617,-69.939079,126.5726,-71.756874,140.82932,-39.687546,168.9597
17185000,-40.801357,-27.173199,-65.187035,172.89522,-73.17318,-47.285137,-73.713318,140.3481,-70.094803,173.6777,-42.978184,124.39448,-77.490158,-160.83517,-70.915474,152.34305,-62.806316,-154.87494,-67.247253,-55.857208,-43.114563,77.32045,-66.035294,22.768543,-66.881706,8.9538927,-69.239746,86.430161,-70.201485,8.3669004,-39.511864,119.81457
17496250,-47.694862,-84.376694,-74.766846,-51.589531,-71.494675,-39.346626,-64.407898,178.94078,-76.400764,-53.969101,-38.19796,81.215256,-81.5056,167.1806,-65.76474,113.72148,-66.995361,156.72717,-75.5233,59.372562,-51.705231,0.46811637,-61.923725,-80.892479,-74.504234,-71.833275,-65.890205,90.37001,-60.548885,-12.497016,-41.391296,49.045216
17807500,-59.804302,-81.839516,-64.338684,-157.4335,-67.90863,-2.1005487,-72.897697,75.114784,-65.636833,-166.42067,-35.849876,41.365818,-78.806587,95.604912,-63.567047,59.908054,-66.694221,58.000839,-72.190422,-161.33231,-47.469265,-178.71498,-72.328728,21.257524,-62.978146,55.358288,-61.012253,16.178713,-73.638008,-130.02344,-44.718597,-41.832443
18118750,-59.844208,-102.02269,-76.363518,-92.141541,-69.031639,167.88867,-74.134804,-36.803383,-70.528542,-1.9591216,-37.479877,2.1824744,-68.114372,118.08768,-76.536789,-33.004665,-68.219322,-61.857204,-67.414108,122.39194,-41.913914,132.2601,-68.076645,-59.880543,-61.521751,-155.49112,-61.897758,109.23749,-81.284546,-129.27669,-44.547142,-143.51469
18430000,-50.059322,108.21848,-64.246696,-131.43578,-73.81031,123.09981,-66.567886,132.18588,-70.331017,124.89249,-44.494583,-0.028264653,-61.138683,91.494766,-74.18969,-139.6189,-65.937126,-89.037323,-63.076008,126.14722,-43.095421,90.159424,-66.070145,-91.635124,-63.550323,-77.822182,-74.258553,-67.655228,-74.172356,-14.714436,-44.786991,145.68047
18741250,-44.710258,54.541302,-67.10421,71.877388,-70.074387,-95.527046,-62.394707,26.358173,-65.783493,-92.736183,-42.206734,40.07106,-59.289722,68.434357,-65.744843,67.174423,-76.426277,127.03798,-57.836998,77.125267,-43.383335,79.337135,-68.991287,-157.47037,-65.648232,108.56833,-67.598686,-77.280136,-67.376991,-47.866043,-47.658646,94.187218
19052500,-44.589821,3.7060192,-70.004959,78.911713,-74.277908,70.564018,-61.387283,86.90464,-66.204391,-151.84763,-37.898762,27.104914,-57.773869,24.874763,-62.991684,10.907216,-65.501877,63.004658,-58.122684,38.703014,-42.105053,61.971695,-66.224472,115.47369,-65.228127,61.033772,-66.704971,79.990257,-67.409294,3.8372362,-47.406231,75.923958
19363750,-58.528263,14.808506,-70.518578,-60.276665,-64.521637,-131.46404,-75.999397,-158.2206,-67.635986,165.549,-36.970623,11.534807,-60.933735,0.99783355,-63.195137,39.464874,-74.828041,80.65947,-58.229671,-31.334593,-42.348579,27.96508,-64.454918,82.443451,-61.019405,72.170486,-70.662743,29.138008,-69.021027,-84.373611,-44.507874,39.270138
19675000,-44.563347,62.819847,-66.782341,-129.4113,-65.154312,-74.875793,-78.816887,-77.390121,-66.173744,-133.51204,-36.796024,-5.7998648,-56.2369,-16.690775,-69.220284,82.623909,-65.059235,-114.98981,-58.442623,-47.99094,-47.474228,-12.86857,-64.596931,23.392273,-67.169487,-58.570606,-65.514946,-28.012148,-80.980362,81.907326,-42.684082,-11.567439
19986250,-40.973618,23.429022,-66.466454,40.063446,-70.604897,153.51241,-61.642502,0.44917303,-63.225235,16.195671,-37.461143,-30.77383,-61.52446,-108.49961,-70.900093,34.743839,-69.299881,179.62146,-62.657234,-61.767326,-50.424702,-14.177406,-72.589897,-33.308002,-62.215363,40.951336,-86.783974,-72.371986,-63.415516,-74.6045,-46.328815,-65.866478
20297500,-42.825169,0.77361256,-64.921326,145.93729,-71.602417,131.02109,-62.213173,41.066128,-70.776268,47.341911,-40.708111,-62.730721,-64.005745,-125.62643,-75.364769,24.850515,-72.246964,-43.503536,-68.80864,-125.78458,-47.383942,-0.26552528,-66.1465,-132.68456,-71.488091,-73.685608,-67.673523,112.60169,-66.470032,-76.990463,-53.176895,-89.680992
20608750,-41.243473,-3.2508526,-60.397602,133.75002,-65.988815,140.39604,-63.374569,-37.803204,-77.454842,4.5609326,-49.227894,-48.325859,-58.329784,-140.39583,-78.72403,-9.270916,-70.402382,-0.46536434,-63.35627,-73.800163,-49.094307,-55.144436,-67.351547,-159.48836,-81.836456,-109.39787,-68.622925,62.469082,-62.134132,-130.85983,-46.745796,-26.652699
20920000,-39.072811,-29.439997,-72.344452,93.998123,-75.273941,-77.763489,-68.145851,-97.475792,-65.961235,94.907104,-45.640667,-1.1109222,-61.579502,-113.71332,-71.786362,164.74785,-75.756828,-159.70415,-64.00058,-177.66661,-59.752617,176.85011,-62.283047,-144.78346,-72.07077,143.11522,-67.861145,-27.913557,-70.458504,-179.53773,-44.154175,-81.772354
21231250,-40.647552,-64.219505,-71.022491,0.90155989,-78.121925,135.85001,-65.212463,-8.2723036,-75.727448,-118.17965,-49.679684,-48.210083,-75.064667,-177.12292,-71.142899,128.2722,-69.16452,-60.669544,-62.558964,-153.22693,-49.038864,4.5691314,-70.225914,145.91872,-66.500488,41.723751,-62.080338,-31.658474,-64.75898,-153.14767,-47.329906,-144.59433
21542500,-46.047165,-87.629913,-66.503769,81.120163,-65.399162,8.9909773,-80.37085,2.0924797,-73.535263,92.375107,-48.586403,79.235802,-58.279572,123.54495,-71.91909,18.763678,-69.851021,174.32149,-63.495235,129.97815,-43.651318,-59.442822,-71.763916,170.5573,-72.123688,144.87219,-63.398762,21.832336,-66.331451,110.53897,-48.675991,32.357738
21853750,-47.28714,-38.255459,-90.149803,-154.1006,-79.613174,61.014656,-73.215645,108.19424,-73.021385,82.354668,-37.354458,47.955883,-66.838005,150.85104,-69.700089,-9.2731104,-81.589355,-175.31369,-72.661186,131.48065,-42.624817,-115.97392,-66.83149,101.69414,-65.427803,39.797161,-71.946022,50.335125,-66.603157,124.87759,-39.188789,-38.273483
22165000,-43.675404,-70.432167,-74.560616,-16.615145,-62.34045,-98.2789,-62.418087,-174.44044,-75.69664,-27.640581,-34.997925,-7.260149,-69.204155,109.05105,-74.590927,41.873024,-69.114441,-99.784882,-74.057152,-172.82254,-46.569183,-157.74974,-62.926933,139.74655,-76.462807,94.874023,-63.202263,-52.431843,-69.718575,-178.18369,-37.167744,-80.700104
22476250,-45.464748,-97.567017,-67.244789,80.22731,-68.843437,-159.25125,-60.313499,127.95496,-66.987099,91.896385,-35.954205,-55.188694,-73.65448,58.823658,-73.327072,-167.87903,-66.687019,149.45261,-71.71666,74.505562,-51.996494,-128.99348,-67.267143,74.842781,-71.014267,176.05165,-71.285652,-90.33136,-64.040855,70.966911,-38.405327,-116.51329
